No,Project Name,Municipality,Sector,Currency,Amount,YearStart,YearEnd_original,Funding/Donor,Implementing Partner,Status_original,SDGs_Alignment,NSDP_Alignment,YearEnd,Donor,Implementing Agency,Status,Budget,level_areas,Category,budget_clean
367,Social Inclusion - Public Funeral Services; Fiscality of Social Enterprises; Care for victims of domestic violence; Women; Public awareness campaigns,Baucau,Gender Equality/Equality and Inclusion,USD,"118,417.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,118417.0,Municipality,Other,118417.0
368,Tourism - Promotion of Timor-Leste as a Tourist Destination,Baucau,"Tourism, Recreation, and Sport",USD,"41,453.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,41453.0,Municipality,Other,41453.0
369,"Investment and Economic Diversification - Regularisation, Monitoring and Control of Activities",Baucau,Economic development,USD,"2,650.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,2650.0,Municipality,Other,2650.0
370,Production and Productivity of Agricultural and Horicultural Products,Baucau,Agriculture,USD,"465,711.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,465711.0,Municipality,Other,465711.0
371,Implementation of Food Security Policy,Baucau,Agriculture,USD,"59,604.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,59604.0,Municipality,Other,59604.0
372,Livestock Veterinary and Technology - Production and Productivity of Animal products; Animal Disease Control,Baucau,Agriculture,USD,"7,800.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,7800.0,Municipality,Other,7800.0
373,Institutional Development and Functioning - Subsidies for community leaders; Strengthen the functioning of Suco administration,Bobonaro,Local Development,USD,"1,303,690.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,1303690.0,Municipality,Other,1303690.0
374,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Bobonaro,Local Development,USD,"1,262,455.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,1262455.0,Municipality,Other,1262455.0
375,Primary Health Care - Administrative and Logistic Support; Promotion of Health Education; Infrastructure,Bobonaro,Health,USD,"302,409.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,302409.0,Municipality,Other,302409.0
376,Pre-School Education (School lunch and Management of Pre-School Education Policy),Bobonaro,Education,USD,"519,356.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,519356.0,Municipality,Other,519356.0
377,Basic Education - Effectiveness of the teaching and learning process; Provision of school meals at the primary level,Bobonaro,Education,USD,"2,074,841.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,2074841.0,Municipality,Other,2074841.0
378,Recurrent Education - Strengthening Community learning Centers,Bobonaro,Education,USD,"19,271.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,19271.0,Municipality,Other,19271.0
379,Production and Productivity of Agricultural and Horicultural Products,Bobonaro,Agriculture,USD,"556,120.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,556120.0,Municipality,Other,556120.0
380,Promotion and support of reforestation initiatives on public and private lands; Management of nurseries of agricultural plants and forest plants,Bobonaro,Agriculture,USD,"5,800.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,5800.0,Municipality,Other,5800.0
381,Use of water resources for agricultural purposes,Bobonaro,Agriculture,USD,"10,329.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,10329.0,Municipality,Other,10329.0
382,Construction of Roads and Bridges - Maintenance and Conservation of Roads and Bridges,Bobonaro,Construction,USD,"118,885.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,118885.0,Municipality,Other,118885.0
383,Transport,Bobonaro,Transport,USD,"9,577.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,9577.0,Municipality,Other,9577.0
384,Water and Sanitation - Environment; Sanitation; Management of the Environment; Construction maintenance and repair of drinking water supply systems,Bobonaro,Water and Sanitation,USD,"308,690.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,308690.0,Municipality,Other,308690.0
385,"Investment and Economic Diversification - Regularisation, Monitoring and Control of Activities",Bobonaro,Economic development,USD,"28,439.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,28439.0,Municipality,Other,28439.0
386,Tourism - Promotion of Timor-Leste as a Tourist Destination,Bobonaro,"Tourism, Recreation, and Sport",USD,"7,832.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,7832.0,Municipality,Other,7832.0
387,Access to Justice - Cadastral Services; Registration and Notary Services,Bobonaro,Access to Justice,USD,"49,125.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,49125.0,Municipality,Other,49125.0
388,National security - Management of Disaster Risks,Bobonaro,Climate Change and Disaster Risk,USD,"74,260.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,74260.0,Municipality,Other,74260.0
389,"Agriculture, Horiculture, Coffee, and Industrial and Annual Plants - Implementation of the Food Security Policy",Bobonaro,Agriculture,USD,"48,625.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,48625.0,Municipality,Other,48625.0
390,Administrative Decentralization and Local Authority,Bobonaro,Governance/Decentralization,USD,"109,039.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,109039.0,Municipality,Other,109039.0
391,Social Inclusion - Public funeral service; Monitoring the activities of existing solidarity institutions; Care for victims of domestic violence; Women,Bobonaro,Gender Equality/Equality and Inclusion,USD,"86,407.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,86407.0,Municipality,Other,86407.0
392,Administrative Decentralization and Local Authority,Bobonaro,PDIM,USD,"1,375,782.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,1375782.0,Municipality,Other,1375782.0
393,Municipal Heritage and Logistics Service - Asset management and Logistics,Bobonaro,Institutional Development,USD,"659,198.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,659198.0,Municipality,Other,659198.0
394,Local Development - The National Program for Village Development PNDS,Bobonaro,PNDS,USD,"2,339,141.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,2339141.0,Municipality,Other,2339141.0
395,Functioning and Institutional Development - Subsidies for community leaders; Legal Support; Strengthen the functioning of Suco administration,Covalima,Local Development,USD,"2,287,855.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,2287855.0,Municipality,Other,2287855.0
396,Primary Health Care - Promotion of Health Education,Covalima,Health,USD,"225,464.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,225464.0,Municipality,Other,225464.0
397,Pre-School Education (School lunch and Management of Pre-School Education Policy),Covalima,Education,USD,"315,245.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,315245.0,Municipality,Other,315245.0
398,Basic Education - Effectiveness of the teaching and learning process; Provision of school meals at the primary level,Covalima,Education,USD,"1,685,201.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,1685201.0,Municipality,Other,1685201.0
399,Recurrent Education - Strengthening Community learning Centers,Covalima,Education,USD,"1,000.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,1000.0,Municipality,Other,1000.0
400,Production and Productivity of Agricultural and Horicultural Products,Covalima,Agriculture,USD,"318,730.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,318730.0,Municipality,Other,318730.0
401,"Roads and Bridges - Transport; Construction, Maintenance, and Conservation of Roads and Bridges",Covalima,Construction,USD,"93,577.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,93577.0,Municipality,Other,93577.0
402,Water and Sanitation - Construction maintenance and repair of drinking water supply systems; Protection of drinking water sources and supply systems,Covalima,Water and Sanitation,USD,"198,925.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,198925.0,Municipality,Other,198925.0
403,Tourism - Promotion of Timor-Leste as a Tourist Destination; Development of Community-based Tourism,Covalima,"Tourism, Recreation, and Sport",USD,"44,785.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,44785.0,Municipality,Other,44785.0
404,"Investment and Economic Diversification - Regularisation, Monitoring and Control of Activities",Covalima,Economic development,USD,"11,682.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,11682.0,Municipality,Other,11682.0
405,Access to Justice - Cadastral Services; Registration and Notary Services,Covalima,Access to Justice,USD,"56,991.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,56991.0,Municipality,Other,56991.0
406,National Security - Prevention and Mitigation; Management of Disaster Risks,Covalima,Climate Change and Disaster Risk,USD,"111,965.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Government of Timor Leste,GovTL,Ongoing - Active,111965.0,Municipality,Other,111965.0
407,Social Inclusion - Support for people with special educational and motor needs; Public awareness campaigns for the eradication of domestic violence		,Covalima,Gender Equality/Equality and Inclusion,USD,"23,252.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,23252.0,Municipality,Other,23252.0
408,"Agriculture, Horiculture, Coffee, and Industrial and Annual Plants - Implementation of the Food Security Policy",Covalima,Agriculture,USD,"47,591.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,47591.0,Municipality,Other,47591.0
409,Administrative Decentralization and Local Authority,Covalima,Governance/Decentralization,USD,"462,786.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,462786.0,Municipality,Other,462786.0
410,Social Inclusion - Public funeral service; Monitoring the activities of existing solidarity institutions; Care for victims of domestic violence; Women,Covalima,Gender Equality/Equality and Inclusion,USD,"109,904.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,109904.0,Municipality,Other,109904.0
411,Administrative Decentralization and Local Authority - Municipal Integrated Development Planning,Covalima,PDIM,USD,"846,874.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Government of Timor Leste,GovTL,Ongoing - Active,846874.0,Municipality,Other,846874.0
412,Administrative Decentralization and Local Authority - The National Program for Village Development PNDS	,Covalima,PNDS,USD,"1,451,805.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Government of Timor Leste,GovTL,Ongoing - Active,1451805.0,Municipality,Other,1451805.0
413,Local Development - The National Program for Village Development PNDS,Dili,PNDS,USD,"1,188,178.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,1188178.0,Municipality,Other,1188178.0
414,Administrative Decentralization,Dili,Governance/Decentralization,USD,"72,585.00",2025,Not identified,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Government of Timor Leste,GovTL,Ongoing - Active,72585.0,Municipality,Other,72585.0
